vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
阿嬷（嬷嬷）(阿嬤（嬤嬤）),阿嬤（嬤嬤）,父亲的姐姐（父親的姐姐）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
阿伲（五那）(阿伲（五那）),阿伲（五那）,我们（我們）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
八姆淘里(八姆淘裏),八姆淘裏,妯娌之间，即兄与弟的妻子合称（妯娌之間，即兄與弟的妻子合稱）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
巴结(巴結),巴結,勤劳（勤勞）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
板扎头(板扎頭),板紮頭,做事有根有据，踏踏实实（做事有根有據，踏踏實實）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
孛相人(孛相人),白相人,游手好闲的人（遊手好閑的人）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
插上插落(插上插落),插上插落,不相上下，差不多（不相上下，差不多）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
拆壁脚(拆壁腳),拆壁腳,损害他人利益（損害他人利益）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
吃生活(吃生活),吃生活,挨打（挨打）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
吃勿消(吃勿消),撞不撞（嘸處、吃不消）,身体不适、有病（身體不適、有病）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
出纰漏(出紕漏),出紕漏,发生不好的事（發生不好的事）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
触壁脚(觸壁腳),觸壁腳,挑拨离间（挑撥離間）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
触霉头(觸黴頭),觸黴頭,碰到不幸的事（碰到不幸的事）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
闯穷祸(闖窮禍),闖窮禍,发生意外事故（發生意外事故）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
搭讪头(搭訕頭),搭山頭,无理纠缠吵闹（無理糾纏吵鬧）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
大大(大大),大大,就是祖父（就是祖父）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
大佬（大佬倌）(大佬（大佬倌）),大老（大老官）,哥哥、兄长（哥哥、兄長）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
浮脱里气(浮脫里氣),浮脫離起,做事不用心、不在意（做事不用心、不在意）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
过房儿子(過房兒子),熱曬熱婿（過房兒子）,入赘的女婿（入贅的女婿）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
黄牛肩胛(黃牛肩胛),黃牛肩胛,推卸责任（推卸責任）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
夹水揿(夾水撳),夾水撳,欺侮落难人（欺侮落難人）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
看冷清(看冷清),看冷清,袖手旁观（袖手旁觀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
老实头(老實頭),老實頭,做人忠厚老实（做人忠厚老實）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
冷里向(冷裏向),冷裏響,突然之间（突然之間）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
落门落槛(落門落檻),落門落檻,做事大方得体（做事大方得體）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
呒搭头(嘸搭頭),嘸搭頭,对不讲道理的人不要往来（對不講道理的人不要往來）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
呒趣(嘸趣),撞不撞（嘸處、吃不消）,身体不适、有病（身體不適、有病）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
孟讪头(孟訕頭),孟山頭,言语多而重复，说话哕哩哕唆（言語多而重複，說話噦哩噦唆）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
奶奶（阿奶）（姆奶）(奶奶（阿奶）（姆奶）),奶奶（阿奶）（姆奶）,祖母（祖母）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
娘娘（小娘）(娘娘（小娘）),娘娘（小娘）,父亲的妹妹（父親的妹妹）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
侬、实侬(儂、實儂),儂（入儂）,你（你）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
㑚、实㑚(㑚、實㑚),娜（實娜）,你们（你們）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
女客人（屋里向人）(女客人（屋裏向人）),女客人（屋裏廂人）,妻子、老婆（妻子、老婆）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
七翘八裂(七翹八裂),七翹八裂,不团结，闹分裂（不團結，鬧分裂）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
骑脚花胖(騎腳花胖),騎腳花胖,做事、行动一点不稳重（做事、行動一點不穩重）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
起头发脑(起頭發腦),起頭發腦, 第一个出花样，出点子（第一個出花樣，出點子）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
掮木梢(掮木梢),掮木梢,上人家的当（上人家的當）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
入舍入婿(入舍入婿),熱曬熱婿（過房兒子）,入赘的女婿（入贅的女婿）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
山青水绿(山青水綠),三青四綠,衣著整洁（衣著整潔）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
上落(上落),上落,亲友之间往来（親友之間往來）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
上勿上(上勿上),撞不撞（嘸處、吃不消）,身体不适、有病（身體不適、有病）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
寿头板气(壽頭板氣),壽頭板起,不识好歹，多说多话（不識好歹，多說多話）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
遢皮(遢皮),塔皮,地痞、流氓、地头蛇一类专干坏事的人（地痞、流氓、地頭蛇一類專幹壞事的人）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
太太(太太),太太,曾祖父、曾祖母（曾祖父、曾祖母）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
剃头(剃頭),剃頭（軋頭）,理发（理髮）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
拖身体(拖身體),有喜（太身體）,怀孕（懷孕）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
五喏（藕）(五喏（藕）),五喏（藕）,我（我）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
小狗勿上大宅基(小狗勿上大宅基),小狗不上大宅基,没有见过大世面，不出场（沒有見過大世面，不出場）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
轧头(軋頭),剃頭（軋頭）,理发（理髮）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
伊、实伊(伊、實伊),伊（實伊）,他（他）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
伊拉（迭拉）(伊拉（迭拉）),伊拉（迭拉）,他们（他們）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
油煠桧(油煠檜),油石貴,油条（油條）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
有喜(有喜),有喜（太身體）,怀孕（懷孕）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
丈人、丈姆(丈人、丈姆),丈人、丈姆,岳父、岳母（岳父、岳母）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
猪精狗捣(豬精狗搗),豬精狗到,专门想占小便宜（專門想占小便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
做人家(做人家),做人家,节约（節約）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
做舍姆(做舍姆),做沙姆,妇女分娩后做月子（婦女分娩後做月子）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉新,海湾旅游区志,TRUE,fengxian,fengxian_fengxin
阿爸(阿爸),阿爸,父亲（父親）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
阿爸(阿爸),阿爸,父亲。（父親。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿爹(阿爹),阿爹,公。（公。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿哥(阿哥),阿哥,兄。（兄。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿妈(阿媽),阿媽,母亲（母親）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
阿妈(阿媽),阿媽,母亲。（母親。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿奶(阿奶),阿奶,祖母（祖母）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
阿奶(阿奶),阿奶,祖母。（祖母。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿伲(阿伲),阿伲,我们。（我們。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿吾(阿吾),阿吾,我。（我。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
阿五、杜老官(阿五、杜老官),阿五、杜老官,哥哥（哥哥）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
挨着(挨着),挨著,轮到。（輪到。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
矮倭扎墩(矮倭紮墩),矮胡紮墩,矮而结实（矮而結實）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
懊憦(懊憦),懊佬,后悔（後悔）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
八姆淘里(八姆淘裏),八姆道裏,妯娌之间（妯娌之間）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
巴结(巴結),巴結,勤劳。（勤勞。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
巴结头(巴結頭),巴結頭,勤劳的人（勤勞的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
白话(白話),白話,谈话。（談話。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
白眼树(白眼樹),白眼樹,银杏树（銀杏樹）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
白云耳(白雲耳),白雲泥,白木耳（白木耳）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
摆渡(擺渡),擺渡, 渡河。（渡河。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
扳皵丝(扳皵絲),扳雀司,找岔子（找岔子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
搬乱说(搬亂說),搬亂說,挑拨离间（挑撥離間）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
板扎(板扎),板紮,做事扎实、正派（做事紮實、正派）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
拌工(拌工),辨（音培）工, 互助。（互助。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
浜壗头(浜壗頭),浜喊頭,河边（河邊）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
孛相(孛相),白相,玩耍（玩耍）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
孛相鬼(孛相鬼),白相鬼,玩具（玩具）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
畚门角落(畚門角落),畚門角落,门后的垃圾畚出去。（門後的垃圾畚出去。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
坌土(坌土),坌土,翻地（翻地）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
笨早死(笨早死),笨早死,笨蛋（笨蛋）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
鼻出来(鼻出來),鼻出來,拿出来（拿出來）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
鼻头管(鼻頭管),鼻頭管,鼻孔（鼻孔）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
避脚湖羊(避腳湖羊),避腳胡羊,东倒西歪(形容为人不实在，办事不牢靠) （東倒西歪(形容爲人不實在，辦事不牢靠)）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
冰胶(冰膠),冰膠,冰冻（冰凍）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
勃跤(勃跤),鼻交,摔跤。（摔跤。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
篰留(篰留),部留,储备粮食的用具。（儲備糧食的用具。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
才过(才過),才過,谢谢， （謝謝，）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
草束腰(草束腰),草束腰,中间房子用稻草盖，两面用瓦盖的。（中間房子用稻草蓋，兩面用瓦蓋的。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
插扒(插扒),插扒,摊晒工具（攤曬工具）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
插扒(插扒),插扒,能把摊晒的粮食推到（能把攤曬的糧食推到）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
插上插下(插上插下),插上插下,不相上下（不相上下）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
拆棚脚(拆棚腳),拆棚腳,败事、拆台（敗事、拆臺）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
拆神思(拆神思),拆神思,伤脑筋（傷腦筋）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
谗唧老太婆(讒唧老太婆),饞唧老太婆,爱唠叨的人（愛嘮叨的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
产胡理(產胡理),產胡理,耍无赖（耍無賴）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
潮没(潮沒),潮沒,潮淹。（潮淹。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
潮头囝(潮頭囝),潮頭囝,少年男孩（少年男孩）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
潮头羊(潮頭羊),潮頭羊,公羊。（公羊。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
潮头猪(潮頭豬),潮頭豬,正在发育中的幼猪（正在發育中的幼豬）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
耖田(耖田),耖田,犁田、耕田（犁田、耕田）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
车沟头(車溝頭),車溝頭,用抽水机（旧时用水车）将河水车干后捉鱼。（用抽水機（舊時用水車）將河水車幹後捉魚。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
扯乱谈(扯亂談),扯亂談,闲谈（閑談）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
辰光(辰光),晨光,时间。（時間。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
承侬话好(承儂話好),承儂話好,别人表扬自己时，客气的意思。（別人表揚自己時，客氣的意思。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
吃搁头(吃擱頭),吃角頭,受批评（受批評）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
吃家生(吃家生),吃家生,挨打（挨打）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
吃教(吃教),吃教,信教（信教）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
吃教(吃教),吃教,信教。（信教。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
吃亏(吃虧),吃虧,失理的意思。（失理的意思。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
吃排头(吃排頭),吃排頭,挨批评（挨批評）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
吃铺铁蛋(吃鋪鐵蛋),吃鋪鐵蛋,笨。（笨。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
痴颠八拉(癡顛八拉),癡顛八拉,疯疯癫癫（瘋瘋癲癲）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
赤脚伶仃(赤腳伶仃),赤腳零丁,光脚、可怜相（光腳、可憐相）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
抽开心(抽開心),抽開心,作弄（作弄）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
出客(出客),出客,仪表堂堂（儀錶堂堂）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
锄来(鋤來),鋤來,声音嘈杂（聲音嘈雜）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
触毒(觸毒),觸毒,看不惯（看不慣）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
触死板凳(觸死板凳),觸死板凳,呆板（呆板）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
吹碎风布袋(吹碎風布袋),吹碎風布袋,形容风大。（形容風大。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
春场里(春場裏),春場裏,春天（春天）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
粗坯(粗坯),粗坯,粗野、鲁莽的人（粗野、魯莽的人）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
粗头粗脑(粗頭粗腦),粗頭粗腦,粗俗（粗俗）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
粗纸(粗紙),粗紙,卫生纸（衛生紙）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
脆花姐(脆花姐),脆花姐,爱哭的女孩子（愛哭的女孩子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
搭车(搭車),搭車,乘车。（乘車。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
搭花(搭花),搭花,棉花田锄草。（棉花田鋤草。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
搭浆(搭漿),搭漿,马虎（馬虎）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
搭浆搭线(搭漿搭綫),搭漿搭綫,讲话有刺。（講話有刺。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
打恶(打噁),打惡,恶心打嗝（噁心打嗝）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
打矆睒(打矆睒),打霍西,打哈欠（打哈欠）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
打麦(打麥),打麥,脱粒麦子（脫粒麥子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
打相打(打相打),打相打,打架（打架）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大出梢(大出梢),杜出梢,大方（大方）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大大(大大),大大,祖父（祖父）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大大(大大),大大,祖父，外祖父。（祖父，外祖父。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志,TRUE,fengxian,fengxian_pingan
大踱三步(大踱三步),大踱三步,走路慢吞吞、笃悠悠（走路慢吞吞、篤悠悠）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大伏里(大伏裏),杜伏裏,大暑（大暑）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大脚块子(大腳塊子),大腳塊子,大腿（大腿）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大腊里(大臘裏),大臘裏,三九严寒（三九嚴寒）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大头儿子(大頭兒子),長頭伲子、大頭伲子,长子（長子）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大细(大細),杜婿,后嗣（後嗣）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
大约摸张(大約摸張),大約摸張,大概（大概）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志,TRUE,fengxian,fengxian_pingan
